Species	Br	Bd	Bd^2
Antechinomys_laniger	-0.312542387	1.250420002	1.563550181
Antechinus_bellus	-0.185299695	1.660865478	2.758474136
Antechinus_flavipes	-0.178460271	1.487138375	2.211580546
Antechinus_leo	-0.109578981	1.779596491	3.166963671
Antechinus_minimus	-0.115408525	1.559906625	2.433308679
Antechinus_stuartii	-0.103826652	1.474216264	2.173313593
Antechinus_swainsonii	0.052786253	1.802773725	3.249993104
Caluromys_derbianus	0.546838672	2.460897843	6.056018194
Caluromys_lanatus	0.491361694	2.584331224	6.678767875
Caluromys_philander	0.5594278	2.442479769	5.965707422
Dasyuroides_byrnei	0.191451014	1.992995098	3.972029461
Dasyurus_hallucatus	0.544276456	2.710117365	7.344736132
Didelphis_marsupialis	0.781755375	3.18610838	10.15128661
Didelphis_virginiana	0.842729028	3.446692466	11.87968896
Echymipera_clara	0.666637769	3.08170727	9.496919698
Echymipera_rufescens	0.587068587	2.902002891	8.421620779
Isoodon_macrourus	0.660782025	2.914871818	8.496477715
Isoodon_obesulus	0.605309357	2.839478047	8.062635579
Macrotis_lagotis	0.832925125	3.26927939	10.68818773
Marmosa_mexicana	0.015359755	1.669316881	2.786618849
Marmosa_murina	0.056752441	1.77815125	3.161821868
Marmosa_robinsoni	-0.139542205	1.703291378	2.901201518
Marmosa_rubra	0.094541001	1.77815125	3.161821868
Metachirus_nudicaudatus	0.5594278	2.591064607	6.713615798
Monodelphis_brevicaudata	-0.030397735	1.810232518	3.276941769
Murexia_longicaudata	0.240669037	2.472024698	6.110906108
Myrmecobius_fasciatus	0.643748685	2.607883744	6.801057622
Paramurexia_rothschildi	0.036549054	1.792391689	3.212667967
Parantechinus_apicalis	0.094541001	1.781755375	3.174652216
Perameles_bougainville	0.521864788	2.6599162	7.075154191
Perameles_gunnii	0.668572269	3.000867722	9.005207085
Perameles_nasuta	0.710841432	3.104828404	9.639959418
Peroryctes_raffrayana	0.816763465	2.989894564	8.939469504
Phascogale_calura	-0.025598852	1.641474111	2.694437257
Philander_opossum	0.598558529	2.755874856	7.594846222
Planigale_gilesi	-0.754191323	0.785329835	0.61674295
Rhyncholestes_raphanurus	-0.171726888	1.301029996	1.69267905
Sminthopsis_crassicaudata	-0.428337744	1.123851641	1.263042511
Sminthopsis_griseoventer	-0.294444165	1.29666519	1.681340615
Sminthopsis_macroura	-0.382580253	1.230448921	1.514004547
Thylamys_elegans	-0.133381896	1.303196057	1.698319963
Alouatta_caraya	1.705007959	3.700054386	13.69040246
Alouatta_palliata	1.699273904	3.774662923	14.24808018
Alouatta_seniculus	1.658011397	3.451402614	11.91218
Aotus_trivirgatus	1.205204364	2.846139098	8.100507765
Arctocebus_calabarensis	0.886	2.49	6.2001
Ateles_fusciceps	2.055378331	3.955519386	15.64613361
Ateles_geoffroyi	2.021034166	3.76147678	14.14870757
Ateles_paniscus	2.037267095	3.53529412	12.49830451
Avahi_laniger	1.020775488	3.108903128	9.665278659
Plecturocebus_moloch	1.278753601	2.954242509	8.727548802
Callimico_goeldii	1.041	2.746634199	7.543999423
Callithrix_geoffroyi	0.880241776	2.447158031	5.988582429
Callithrix_jacchus	0.888281633	2.540897998	6.456162636
Callithrix_pygmaea	0.666517981	2.129528774	4.534892799
Cebus_albifrons	1.798995734	3.209515015	10.30098663
Sapajus_apella	1.85308222	3.41313205	11.64947039
Cebus_capucinus	1.845934801	3.32322631	11.04383311
Cebus_olivaceus	1.860338007	3.428863408	11.75710427
Cercocebus_agilis	1.979092901	3.672097858	13.48430268
Cercocebus_torquatus	2.146	3.934	15.476356
Cercopithecus_ascanius	1.826	3.549032705	12.59563314
Cercopithecus_cephus	1.880813592	3.54510085	12.56774004
Cercopithecus_mitis	1.875061263	3.799340549	14.43498861
Cercopithecus_mona	1.826074803	3.477265995	12.0913788
Cheirogaleus_major	0.832508913	2.653212514	7.039536644
Cheirogaleus_medius	0.524179678	2.25446751	5.082623754
Chlorocebus_aethiops	1.807083813	3.538154652	12.51853834
Chlorocebus_pygerythrus	1.826074803	3.662757832	13.41579494
Colobus_angolensis	1.871572936	3.985426474	15.88362418
Colobus_guereza	1.923761961	4.01204592	16.09651246
Colobus_polykomos	1.982271233	3.832508913	14.68812457
Daubentonia_madagascariensis	1.654657755	3.447158031	11.88289849
Erythrocebus_patas	2.000867722	3.867820908	14.96003858
Eulemur_fulvus	1.367	3.376027355	11.3975607
Eulemur_macaco	1.354108439	3.319349002	11.0180778
Eulemur_mongoz	1.38081401	3.192938963	10.19485922
Eulemur_rubriventer	1.396199347	3.006466042	9.038838062
Galago_senegalensis	0.770852012	2.477603536	6.138519282
Galagoides_demidoff	0.5289167	1.908485019	3.642315068
Gorilla_gorilla	2.657581662	5.082695631	25.83379488
Homo_sapiens	3.097058888	4.813866803	23.1733136
Hylobates_agilis	1.944975908	3.742626952	14.0072565
Hylobates_lar	1.973100132	3.744292983	14.01972994
Hylobates_muelleri	1.979149861	3.77487265	14.24966352
Indri_indri	1.583198774	3.795880017	14.4087051
Lagothrix_lagotricha	1.951094557	3.591621038	12.89974168
Lemur_catta	1.335123442	3.320146286	11.02337136
Leontopithecus_rosalia	1.115610512	2.709587931	7.341866756
Lepilemur_mustelinus	0.881	2.825445592	7.983142793
Lepilemur_ruficaudatus	0.880813592	2.961421094	8.770014896
Lophocebus_albigena	1.985875357	3.70969387	13.76182861
Loris_tardigradus	0.77815125	2.507855872	6.289341075
Macaca_arctoides	2.003029471	3.882524538	15.07399679
Macaca_assamensis	1.956648579	3.562887381	12.69416649
Macaca_fascicularis	1.825603128	3.492684213	12.19884301
Macaca_fuscata	1.959	3.978	15.824484
Macaca_maura	1.975339885	3.835436895	14.71057618
Macaca_mulatta	1.944453938	3.663962533	13.42462144
Macaca_nemestrina	2.041392685	3.648945182	13.31480094
Macaca_nigra	1.989004616	3.538070787	12.51794489
Macaca_sinica	1.764549719	3.294466226	10.85350771
Macaca_sylvanus	1.942999593	4.049218023	16.3961666
Mandrillus_sphinx	2.201943063	4.06069784	16.48926695
Microcebus_murinus	0.264817823	1.763427994	3.10967829
Miopithecus_talapoin	1.602	3.096513756	9.588397441
Nasalis_larvatus	1.987	4.088690568	16.71739056
Nycticebus_coucang	1.105254642	2.816572696	7.933081752
Nycticebus_pygmaeus	0.892094603	2.681241237	7.189054571
Otolemur_crassicaudatus	1.097	3.08156692	9.496054682
Otolemur_garnettii	0.898	2.883	8.311689
Pan_paniscus	2.518121055	4.598790507	21.14887413
Pan_troglodytes	2.549995435	4.781275289	22.86059339
Papio_anubis	2.303196057	4.397940009	19.34187632
Papio_cynocephalus	2.228143608	4.243038049	18.00337189
Papio_hamadryas	2.152288344	4.079904468	16.64562047
Papio_papio	2.252853031	4.505149978	20.29637632
Perodicticus_potto	1.081587316	2.968171515	8.810042142
Piliocolobus_badius	1.892094603	3.84509804	14.78477894
Pithecia_monachus	1.544068044	3.176091259	10.08755569
Pongo_pygmaeus	2.534013326	4.734231916	22.41295183
Propithecus_verreauxi	1.426511261	3.541579244	12.54278354
Pygathrix_nemaeus	1.886490725	3.875061263	15.01609979
Saguinus_geoffroyi	1.154525408	2.802545689	7.854262339
Saguinus_midas	1.013	2.732843906	7.468435815
Saguinus_oedipus	0.984205733	2.514737442	6.323904402
Saimiri_boliviensis	1.381295623	2.875061263	8.265977266
Saimiri_oerstedii	1.351216345	2.781755375	7.738162966
Saimiri_sciureus	1.368218434	2.762453482	7.63114924
Semnopithecus_entellus	2.047274867	3.845718018	14.78954707
Symphalangus_syndactylus	2.129689892	4.085361944	16.69018221
Tarsius_bancanus	0.431363764	1.889861721	3.571577325
Tarsius_tarsier	0.556	2.225412673	4.952461565
Theropithecus_gelada	2.113943352	3.887054378	15.10919174
Trachypithecus_cristatus	1.834213617	3.804820679	14.4766604
Trachypithecus_francoisi	1.974971994	3.959041392	15.67400874
Trachypithecus_obscurus	1.8162413	3.763427994	14.16339027
Varecia_variegata	1.494154594	3.432247538	11.78032316
Allactaga_sibirica	0.544068044	2.285557309	5.223772213
Apodemus_agrarius	-0.19928	1.522444234	2.317836446
Apodemus_sylvaticus	-0.248720896	1.340444115	1.796790425
Arvicola_amphibius	0.035829825	2.079181246	4.322994654
Castor_canadensis	1.717753693	4.442009159	19.73144537
Castor_fiber	1.653	4.229	17.884441
Cavia_porcellus	0.684246748	2.677606953	7.169578995
Chaetodipus_californicus	-0.206488994	1.414973348	2.002149576
Chaetodipus_fallax	-0.268636901	1.307496038	1.709545889
Chaetodipus_spinatus	-0.321882413	1.281033367	1.641046487
Chinchilla_lanigera	0.832508913	2.57054294	6.607691006
Cratogeomys_gymnurus	0.621741121	2.804139432	7.863197954
Cricetulus_griseus	-0.173925197	1.556302501	2.422077475
Cricetus_cricetus	0.342422681	2.472756449	6.114524456
Cuniculus_paca	1.546748247	3.663418212	13.420633
Dasyprocta_leporina	1.29666519	3.478565053	12.10041483
Dasyprocta_punctata	1.263399331	3.501333179	12.25933403
Dipodomys_panamintinus	0.202880476	1.86923172	3.494027223
Dolichotis_patagonum	1.484299839	3.903089987	15.23411145
Erethizon_dorsatum	1.341	4.026	16.208676
Geomys_pinetis	0.399175121	2.496237545	6.231201881
Gerbillus_pyramidum	0.017	1.626	2.643876
Glaucomys_volans	0.276	1.809	3.272481
Glis_glis	0.278753601	2.170261715	4.710035912
Holochilus_sciureus	0.149219113	2.050379756	4.204057144
Hydrochoerus_hydrochaeris	1.875061263	4.45484486	19.84564273
Hystrix_cristata	1.568201724	4.127307962	17.03467101
Ictidomys_tridecemlineatus	0.375790866	2.194236749	4.814674911
Isthmomys_pirrensis	0.23299611	2.139879086	4.579082503
Jaculus_orientalis	0.397940009	1.991226076	3.964981286
Lagidium_viscacia	1.178257321	3.391023369	11.49903949
Liomys_irroratus	0.023959927	1.761175813	3.101740244
Marmota_marmota	1.230448921	3.6084351	13.02080387
Marmota_sibirica	1.257678575	3.276461804	10.73520195
Mastomys_natalensis	-0.143	1.663	2.765569
Megadontomys_thomasi	0.100370545	2.045322979	4.183346088
Mesocricetus_auratus	0.009875634	2.06069784	4.246475588
Microdipodops_pallidus	-0.260364375	1.11058971	1.233409504
Microtus_agrestis	-0.133712661	1.51054501	2.281746227
Mus_musculus	-0.301029996	1.285557309	1.652657595
Myocastor_coypus	1.267875419	3.543240028	12.5545499
Myodes_glareolus	-0.226945307	1.316599302	1.733433722
Myoprocta_pratti	0.995635195	2.892094603	8.364211193
Ondatra_zibethicus	0.701567985	3.055550333	9.336387837
Onychomys_leucogaster	-0.096460751	1.437512745	2.066442892
Onychomys_torridus	-0.225728352	1.301464073	1.693808733
Orthogeomys_cherriei	0.540404562	2.607455023	6.798821697
Orthogeomys_heterodus	0.634453086	2.799340549	7.836307509
Orthogeomys_hispidus	0.59969098	2.734079407	7.475190204
Perognathus_parvus	-0.312542387	1.238046103	1.532758153
Peromyscus_aztecus	-0.036212173	1.599118565	2.557180185
Peromyscus_boylii	-0.148741651	1.438858659	2.070314241
Peromyscus_californicus	-0.040958608	1.638821922	2.685737292
Peromyscus_crinitus	-0.27572413	1.13225969	1.282012006
Peromyscus_eremicus	-0.26760624	1.299507299	1.68871922
Peromyscus_gossypinus	-0.167491087	1.451018452	2.105454548
Peromyscus_grandis	0.184691431	1.888291845	3.565646092
Peromyscus_guatemalensis	0.064457989	1.722880611	2.9683176
Peromyscus_leucopus	-0.22184875	1.326540669	1.759710147
Peromyscus_maniculatus	-0.244125144	1.335457901	1.783447805
Peromyscus_megalops	0.049218023	1.820857989	3.315523816
Peromyscus_melanocarpus	0.012837225	1.769377326	3.130696122
Peromyscus_melanophrys	-0.026872146	1.653212514	2.733111616
Peromyscus_melanotis	-0.200659451	1.597695186	2.552629907
Peromyscus_merriami	-0.251811973	1.316389751	1.732881977
Peromyscus_mexicanus	0.006466042	1.667919685	2.781956076
Peromyscus_polionotus	-0.37675071	1.124395529	1.264265306
Peromyscus_truei	-0.124938737	1.436957331	2.064846371
Peromyscus_yucatanicus	-0.15490196	1.419955748	2.016274326
Podomys_floridanus	-0.026872146	1.524612458	2.324443147
Rattus_norvegicus	0.904445041	2.555698895	6.531596842
Rattus_rattus	0.225309282	2.154363101	4.641280371
Sciurus_vulgaris	0.794488047	2.522444234	6.362724914
Sigmodon_hispidus	0.072	2.036	4.145296
Urocitellus_parryii	0.719789872	2.882934164	8.311309394
Zygogeomys_trichopus	0.596284731	2.736396502	7.487865816
Ochotona_hyperborea	0.346352974	2.079181246	4.322994654
Ochotona_princeps	0.378397901	2.227886705	4.96347917
Ochotona_rufescens	0.439332694	2.397940009	5.750116287
Sylvilagus_brasiliensis	0.653212514	2.64246452	6.982618739
Sylvilagus_audubonii	0.783188691	2.898999271	8.404196773
Sylvilagus_bachmani	0.818225894	2.852723911	8.138033712
Sylvilagus_floridanus	0.878521796	3.015359755	9.092394452
Lepus_americanus	0.987666265	3.176091259	10.08755569
Lepus_capensis	1.032618761	3.382467322	11.44108518
Oryctolagus_cuniculus	1.045062063	3.333970933	11.11536218
Lepus_californicus	1.121559844	3.364532235	11.32007716
Lepus_europaeus	1.156851901	3.290924559	10.83018445
Lepus_timidus	1.178833117	3.515144995	12.35624434
Lepus_arcticus	1.198657087	3.626443025	13.15108901
Ornithorhynchus_anatinus	1.003599518	3.142702246	9.876577407
Tachyglossus_aculeatus	1.316690938	3.62838893	13.16520623
Zaglossus_bruijni	1.572253074	3.875061263	15.01609979
Tapirus_bairdii	1.929418926	4.154119526	17.25670904
Tapirus_terrestris	2.423245874	5.229161093	27.34412574
Equus_asinus	2.63748973	5.369215857	28.82847892
Equus_zebra	2.737987326	5.45096023	29.71296743
Equus_burchellii	2.786751422	5.397940009	29.13775634
Diceros_bicornis	2.8162413	5.883916827	34.62047723
Tupaia_minor	0.411619706	1.84509804	3.404386777
Tupaia_glis	0.505149978	2.230448921	4.974902389
Urogale_everetti	0.631443769	2.439332694	5.950343992
Equus_caballus	2.852479994	5.684845362	32.31746679
Tapirus_indicus	2.358	5.472	29.942784
Tragelaphus_imberbis	2.340444115	5.161368002	26.63971965
Kobus_leche	2.347720217	5.089905111	25.90713404
Tragelaphus_angasii	2.361727836	5.136720567	26.38589818
Hippotragus_niger	2.450249108	5.217483944	27.22213871
Oryx_gazella	2.465382851	5.217483944	27.22213871
Tragelaphus_buxtoni	2.51851394	5.447158031	29.67153061
Tragelaphus_strepsiceros	2.557507202	5.447158031	29.67153061
Hippotragus_equinus	2.58871978	5.377260706	28.9149327
Taurotragus_derbianus	2.727541257	5.954242509	35.45300386
Hyemoschus_aquaticus	1.401400541	4.033423755	16.26850719
Neotragus_moschatus	1.505149978	3.511883361	12.33332474
Philantomba_monticola	1.681241237	3.752048448	14.07786756
Raphicerus_melanotis	1.740362689	4.004321374	16.03458967
Mazama_americana	1.748188027	3.544068044	12.5604183
Oreotragus_oreotragus	1.773786445	4.041392685	16.33285483
Gazella_dorcas	1.850033258	4.237418056	17.95571178
Cephalophus_zebra	1.919078092	4	16
Cephalophus_natalensis	1.924795996	4.096910013	16.78467165
Cephalophus_nigrifrons	1.929418926	4.135132651	17.09932204
Cephalophus_leucogaster	1.968482949	4.113943352	16.9245299
Litocranius_walleri	2.070037867	4.599337133	21.15390206
Pelea_capreolus	2.08278537	4.380211242	19.18625052
Redunca_redunca	2.089905111	4.67669361	21.87146312
Phacochoerus_africanus	2.122215878	4.826074803	23.290998
Redunca_arundinum	2.136086097	4.582063363	20.99530466
Potamochoerus_porcus	2.139879086	4.875061263	23.76622232
Nanger_granti	2.1430148	4.607455023	21.22864179
Hylochoerus_meinertzhageni	2.149219113	5.301029996	28.10091902
Axis_porcinus	2.152288344	4.477121255	20.04461473
Tragelaphus_spekii	2.161368002	4.62324929	21.374434
Nanger_dama	2.176091259	4.77815125	22.83072937
Cephalophus_silvicultor	2.230448921	4.633468456	21.46902993
Odocoileus_hemionus	2.277150614	4.770778396	22.7603265
Kobus_kob	2.309630167	5.070037867	25.70528397
Alcelaphus_lichtensteini	2.552668216	5.217483944	27.22213871
Alces_americanus	2.609594409	5.434568904	29.53453917
Camelus_bactrianus	2.759667845	5.602059991	31.38307614
Mirounga_angustirostris	2.826074803	5.84509804	34.1651711
Genetta_pardina	1.187520721	3.013679697	9.082265316
Mustela_nivalis	0.301029996	1.77815125	3.161821868
Mustela_frenata	0.602059991	2.217483944	4.917235042
Mustela_altaica	0.651278014	2.278753601	5.192717974
Ictonyx_libyca	0.651278014	2.361727836	5.577758371
Poecilogale_albinucha	0.653212514	2.397940009	5.750116287
Helogale_parvula	0.681241237	2.426511261	5.8879569
Vormela_peregusna	0.681241237	2.651278014	7.029275108
Spilogale_putorius	0.698970004	2.5132176	6.316262705
Mustela_sibirica	0.77815125	2.596597096	6.742316479
Spilogale_gracilis	0.833147112	2.62324929	6.881436837
Neovison_vison	0.84509804	2.809559715	7.893625792
Herpestes_javanicus	0.857332496	2.721810615	7.408253024
Mustela_lutreola	0.929418926	2.770852012	7.677620872
Prionodon_linsang	0.929418926	2.843855423	8.087513667
Ictonyx_striatus	0.929418926	2.85308953	8.140119866
Mustela_nigripes	0.929418926	2.907948522	8.456164607
Galerella_sanguinea	0.944482672	2.726727209	7.435041272
Prionodon_pardicolor	0.95568775	2.653212514	7.039536644
Crossarchus_obscurus	0.999565488	2.937016107	8.626063613
Suricata_suricatta	1.012837225	2.860338007	8.181533514
Herpestes_edwardsii	1.020775488	3.100370545	9.612297516
Cynictis_penicillata	1.021189299	2.756636108	7.599042632
Mungos_mungo	1.021189299	2.934498451	8.611281159
Galidia_elegans	1.029383778	2.960946196	8.767202376
Salanoia_concolor	1.042181595	2.892094603	8.364211193
Galerella_pulverulenta	1.042181595	2.924279286	8.551409343
Herpestes_fuscus	1.098643726	3.049218023	9.297730552
Genetta_genetta	1.146128036	3.260071388	10.62806545
Conepatus_leuconotus	1.158362492	3.303196057	10.91110419
Herpestes_smithii	1.164352856	3.080987047	9.492481184
Mydaus_marchei	1.172310969	3.150449409	9.925331479
Genetta_angolensis	1.190051418	3.322219295	11.03714104
Martes_americana	1.198657087	2.934498451	8.611281159
Paracynictis_selousi	1.198657087	3.230448921	10.43580023
Bassariscus_astutus	1.204119983	2.99343623	8.960660463
Genetta_servalina	1.204119983	3.112269768	9.686223109
Viverricula_indica	1.224791956	3.424881637	11.72981423
Bdeogale_crassicauda	1.229169703	3.096910013	9.590851629
Rhynchogale_melleri	1.229169703	3.434568904	11.79626356
Eupleres_goudotii	1.230448921	3.267171728	10.6744111
Vulpes_zerda	1.238046103	2.986323777	8.918129701
Nandinia_binotata	1.238046103	3.503790683	12.27654915
Paradoxurus_zeylonensis	1.250663919	3.434568904	11.79626356
Galictis_vittata	1.254548077	3.123198075	9.754366216
Martes_zibellina	1.267171728	3.053078443	9.321287979
Conepatus_chinga	1.271841607	3.200576927	10.24369267
Galictis_cuja	1.274157849	3.075546961	9.458989109
Hemigalus_derbyanus	1.276461804	3.309843005	10.95506072
Prionailurus_rubiginosus	1.276921132	3.152288344	9.936921804
Bassaricyon_gabbii	1.285557309	3.096910013	9.590851629
Bassaricyon_alleni	1.287129621	3.091666958	9.558404579
Mydaus_javanensis	1.289811839	3.399673721	11.55778141
Fossa_fossana	1.294245716	3.176091259	10.08755569
Felis_nigripes	1.303196057	3.041392685	9.250069464
Herpestes_urva	1.320354033	3.372912003	11.37653538
Prionailurus_planiceps	1.342027688	3.322219295	11.03714104
Arctogalidia_trivirgata	1.342027688	3.390935107	11.4984409
Herpestes_ichneumon	1.367355921	3.513883186	12.34737504
Viverra_tangalunga	1.382017043	3.673020907	13.49108258
Herpestes_naso	1.407050815	3.477121255	12.09037222
Herpestes_vitticollis	1.411451342	3.359835482	11.28849447
Vulpes_rueppellii	1.411619706	3.352182518	11.23712763
Atilax_paludinosus	1.45484486	3.564666064	12.70684415
Nyctereutes_procyonoides	1.45484486	3.604226053	12.99044544
Martes_pennanti	1.462397998	3.352182518	11.23712763
Prionailurus_bengalensis	1.467903947	3.737987326	13.97254925
Cynogale_bennettii	1.476541809	3.603144373	12.98264937
Paguma_larvata	1.489958479	3.681241237	13.55153704
Vulpes_velox	1.506505032	3.370142847	11.35786281
Cryptoprocta_ferox	1.506505032	3.8309093	14.67586606
Hydrictis_maculicollis	1.51851394	3.633468456	13.20209302
Vulpes_chama	1.525044807	3.470557485	12.04476926
Leopardus_geoffroyi	1.531478917	3.555094449	12.63869654
Martes_flavigula	1.533009022	3.399673721	11.55778141
Otocolobus_manul	1.537441283	3.477121255	12.09037222
Proteles_cristatus	1.546542663	3.945468585	15.56672236
Vulpes_lagopus	1.550228353	3.533390708	12.4848499
Viverra_megaspila	1.563481085	3.929418926	15.4403331
Felis_chaus	1.568201724	3.703291378	13.71436703
Viverra_zibetha	1.568201724	3.929418926	15.4403331
Civettictis_civetta	1.568201724	4.051152522	16.41183676
Aonyx_cinerea	1.580810973	3.608526034	13.02146014
Lontra_felina	1.589949601	3.602059991	12.97483618
Speothos_venaticus	1.607455023	3.777426822	14.2689534
Arctictis_binturong	1.611192061	4.059563418	16.48005514
Puma_yagouaroundi	1.611723308	3.395326393	11.52824132
Lycalopex_griseus	1.628082261	3.635885685	13.21966471
Meles_meles	1.658011397	4.004321374	16.03458967
Prionailurus_viverrinus	1.667733053	3.924795996	15.40402361
Eira_barbara	1.672559628	3.426185825	11.73874931
Arctonyx_collaris	1.693726949	4.020775488	16.16663552
Cerdocyon_thous	1.694605199	3.748188027	14.04891349
Lontra_canadensis	1.703291378	3.894869657	15.17000965
Canis_adustus	1.705863712	3.789228057	14.35824927
Lycalopex_culpaeus	1.710963119	3.946452265	15.57448548
Caracal_caracal	1.715167358	3.88592634	15.10042352
Lontra_longicaudis	1.758911892	3.903089987	15.23411145
Profelis_aurata	1.7632033	4.077004327	16.62196428
Lutrogale_perspicillata	1.785329835	3.86332286	14.92526352
Melogale_personata	1.788168371	4.147428969	17.20116705
Procyon_cancrivorus	1.789298611	3.840841011	14.75205967
Atelocynus_microtis	1.793650718	3.95568775	15.64746558
Catopuma_temminckii	1.832700471	3.625312451	13.14289037
Lynx_lynx	1.835690571	4.235528447	17.93970123
Neofelis_nebulosa	1.836956737	4.289811839	18.40248561
Gulo_gulo	1.860338007	4.025305865	16.20308731
Mellivora_capensis	1.863144346	3.907411361	15.26786354
Canis_latrans	1.926856709	3.989449818	15.91570985
Pteronura_brasiliensis	1.932473765	4.380211242	19.18625052
Cuon_alpinus	1.975891136	4.139879086	17.13859885
Aonyx_capensis	1.975891136	4.281260687	18.32919307
Hyaena_hyaena	1.989004616	4.559906625	20.79274843
Panthera_uncia	2.006466042	4.511883361	20.35709146
Parahyaena_brunnea	2.028164419	4.59439255	21.1084429
Enhydra_lutris	2.075546961	4.372912003	19.12235939
Chrysocyon_brachyurus	2.080265627	4.366422957	19.06564944
Lycaon_pictus	2.11058971	4.343408594	18.86519821
Ailuropoda_melanoleuca	2.311753861	4.942008053	24.4234436
Ursus_thibetanus	2.42975228	4.844228581	23.46655054
Phocoena_spinipinnis	2.775974331	4.832776432	23.35572804
Cephalorhynchus_commersonii	2.860338007	4.681241237	21.91401952
Cephalorhynchus_heavisidii	2.882524538	4.851258349	23.53470757
Lagenorhynchus_obscurus	2.947482737	4.766956119	22.72387064
Lissodelphis_borealis	3.065206128	4.86332286	23.65190924
Tursiops_aduncus	3.175511813	5.149680882	26.51921319
Balaena_mysticetus	3.437433444	7.959041392	63.34633988
Balaenoptera_acutorostrata	3.45484486	6.747185946	45.52451819
Mormoops_megalophylla	-0.397581863	1.191171456	1.418889438
Vespertilio_murinus	-0.351639989	1.522444234	2.317836446
Epomophorus_gambianus	0.636337422	2.489958479	6.199893227
Pteropus_vampyrus	0.984707294	3.032646961	9.19694759
Myotis_yumanensis	-0.886056648	0.662757832	0.439247944
Hypsugo_crassulus	-0.879426069	0.785329835	0.61674295
Glauconycteris_beatrix	-0.841637508	0.740362689	0.548136911
Peropteryx_trinitatis	-0.825358807	0.698970004	0.488559066
Hipposideros_halophyllus	-0.818156412	0.602059991	0.362476233
Myotis_montivagus	-0.769551079	0.919078092	0.844704539
Myotis_riparius	-0.761953897	0.900367129	0.810660967
Cyttarops_alecto	-0.756961951	0.72427587	0.524575536
Molossops_temminckii	-0.742321425	0.832508913	0.69307109
Emballonura_semicaudata	-0.735182177	0.84509804	0.714190697
Cynomops_planirostris	-0.732828272	0.860338007	0.740181486
Eptesicus_furinalis	-0.722390786	0.880813592	0.775832584
Myotis_velifer	-0.698970004	0.949390007	0.901341385
Kerivoula_pellucida	-0.692503962	0.612783857	0.375504055
Glauconycteris_poensis	-0.688246139	0.934498451	0.873287355
Hipposideros_cervinus	-0.669586227	0.86332286	0.745326361
Murina_tubinaris	-0.663540266	0.736396502	0.542279808
Hipposideros_pomona	-0.632644079	0.792391689	0.627884589
Mormopterus_beccarii	-0.632644079	1.152288344	1.327768428
Myotis_altarium	-0.619788758	1.041392685	1.084498724
Miniopterus_fuscus	-0.576754126	1.056904851	1.117047864
Rhinolophus_paradoxolophus	-0.573488739	0.968482949	0.937959223
Miniopterus_medius	-0.566678288	1.068556895	1.141813838
Molossus_molossus	-0.545658299	1.121559844	1.257896484
Rhinolophus_stheno	-0.54515514	0.929418926	0.86381954
Choeroniscus_godmani	-0.468521083	0.785329835	0.61674295
Lionycteris_spurrelli	-0.453457337	0.877946952	0.770790851
Chaerephon_jobensis	-0.443697499	1.217483944	1.482267154
Hipposideros_calcaratus	-0.432973634	1.054995862	1.113016269
Lonchorhina_aurita	-0.42365865	1.255272505	1.575709062
Chaerephon_plicatus	-0.41453927	1.311753861	1.720698192
Macrotus_californicus	-0.408935393	1.113943352	1.240869791
Mops_leucostigma	-0.408935393	1.427972714	2.039106072
Cynomops_abrasus	-0.378823718	1.522444234	2.317836446
Mops_condylurus	-0.374430342	1.425697213	2.032612543
Rhinolophus_yunnanensis	-0.35753548	1.371067862	1.879827082
Carollia_castanea	-0.348237553	1.098643726	1.207018037
Mops_mops	-0.325598187	1.490660653	2.222069182
Nycteris_tragata	-0.322393047	1.158362492	1.341803663
Scotophilus_heathii	-0.322393047	1.498310554	2.244934516
Balionycteris_maculata	-0.291859655	1.15624619	1.336905252
Taphozous_hildegardeae	-0.265600257	1.438542349	2.06940409
Artibeus_toltecus	-0.2644011	1.216165902	1.479059501
Platyrrhinus_brachycephalus	-0.234331445	1.11058971	1.233409504
Hipposideros_lekaguli	-0.233587153	1.481442629	2.194672263
Syconycteris_australis	-0.227678293	1.199755177	1.439412485
Macroglossus_minimus	-0.216811309	1.231214648	1.515889509
Chironax_melanocephalus	-0.213248578	1.246252312	1.553144825
Eumops_glaucinus	-0.18276527	1.566437492	2.453726416
Saccolaimus_saccolaimus	-0.173601218	1.633468456	2.668219197
Megaloglossus_woermanni	-0.167810539	1.255272505	1.575709062
Macroglossus_sobrinus	-0.159893906	1.336459734	1.786124621
Scotonycteris_zenkeri	-0.148741651	1.329397879	1.767298721
Paranyctimene_raptor	-0.136082623	1.416640507	2.006870326
Platyrrhinus_lineatus	-0.130181792	1.354108439	1.833609665
Eumops_perotis	-0.095825632	1.67669361	2.811301462
Micropteropus_pusillus	-0.086186148	1.401400541	1.963923476
Megaerops_ecaudatus	-0.084953866	1.392169149	1.938134939
Nyctimene_albiventer	-0.083546051	1.472756449	2.169011558
Sphaerias_blanfordi	-0.079876674	1.469822016	2.160376759
Vampyrodes_caraccioli	-0.023650021	1.598790507	2.556131085
Penthetor_lucasi	-0.023420781	1.544068044	2.384146125
Megaerops_niphanae	-0.018634491	1.5132176	2.289827505
Nyctimene_vizcaccia	-0.005243055	1.549003262	2.399411106
Melonycteris_woodfordi	0.007961033	1.550228353	2.403207946
Platyrrhinus_infuscus	0.045322979	1.701567985	2.895333608
