Species	Br	Bd	Bd^2
Myonycteris_torquata	0.047605818	1.561101384	2.437037531
Platyrrhinus_vittatus	0.070037867	1.563481085	2.444473103
Nyctimene_robinsoni	0.090141614	1.672374979	2.79683807
Melonycteris_melanops	0.109915863	1.676236217	2.809767855
Cheiromeles_torquatus	0.135450699	2.226599905	4.957747137
Notopteris_macdonaldi	0.162190884	1.846213364	3.408503785
Epomophorus_labiatus	0.201033695	1.80685803	3.264735941
Rousettus_amplexicaudatus	0.21145428	1.905148002	3.62958891
Chrotopterus_auritus	0.240549248	1.939519253	3.761734933
Epomophorus_wahlbergi	0.292550671	1.911210893	3.652727078
Epomops_franqueti	0.344981414	2.072801149	4.296504603
Dobsonia_inermis	0.431363764	2.174641193	4.729064318
Dobsonia_praedatrix	0.473469452	2.279940573	5.198129016
Dobsonia_moluccensis	0.646403726	2.511883361	6.309558019
Pteropus_temminckii	0.689308859	2.397940009	5.750116287
Pteropus_hypomelanus	0.724439723	2.591064607	6.713615798
Pteropus_scapulatus	0.72916479	2.574031268	6.625636969
Pteropus_samoensis	0.762828553	2.491361694	6.20688309
Pteropus_tonganus	0.783546282	2.632204133	6.928498598
Pteropus_macrotis	0.787437094	2.563481085	6.571435273
Pteropus_alecto	0.847552301	2.774516966	7.697944395
Pteropus_poliocephalus	0.859126283	2.841984805	8.076877632
Pteropus_conspicillatus	0.921686475	2.875061263	8.265977266
Pteropus_neohibernicus	0.959709024	2.924279286	8.551409343
Zaedyus_pichiy	0.902002891	3.240549248	10.50115943
Tolypeutes_matacus	0.947433722	3.079181246	9.481357146
Priodontes_maximus	1.908485019	4.77815125	22.83072937
Planigale_tenuirostris	-0.853871964	0.781755375	0.611141466
Planigale_ingrami	-0.823908741	0.62838893	0.394872647
Planigale_maculata	-0.698970004	1.041392685	1.084498724
Ningaui_ridei	-0.619788758	0.954242509	0.910578766
Ningaui_yvonnae	-0.585026652	0.903089987	0.815571525
Planigale_novaeguineae	-0.568636236	1.173186268	1.376366019
Sminthopsis_virginiae	-0.468521083	1.662757832	2.764763608
Sminthopsis_douglasi	-0.455931956	1.740362689	3.028862289
Sminthopsis_hirtipes	-0.387216143	1.278753601	1.635210772
Sminthopsis_leucopus	-0.387216143	1.352182518	1.828397562
Sminthopsis_murina	-0.356547324	1.230448921	1.514004547
Pseudantechinus_macdonnellensis	-0.30980392	1.511883361	2.285791297
Dasykaluta_rosamondae	-0.26760624	1.544068044	2.384146125
Antechinus_agilis	-0.251811973	1.380211242	1.904983073
Pseudantechinus_bilarni	-0.187086643	1.439332694	2.071678604
Murexchinus_melanurus	-0.187086643	1.491361694	2.224159702
Phascomurexia_naso	-0.113509275	1.685741739	2.841725211
Phascolosorex_dorsalis	0.045322979	1.67669361	2.811301462
Dasycercus_cristicauda	0.093421685	1.954242509	3.819063784
Phascogale_tapoatafa	0.257678575	2.286680969	5.228909854
Myoictis_melas	0.311753861	1.959041392	3.837843176
Neophascogale_lorentzii	0.389166084	2.326335861	5.411838538
Dasyurus_albopunctatus	0.57863921	2.797267541	7.824705696
Dasyurus_geoffroii	0.713490543	3.041392685	9.250069464
Dasyurus_viverrinus	0.726727209	3.037426498	9.225959731
Dasyurus_maculatus	0.973589623	3.740362689	13.99031305
Sarcophilus_harrisii	1.206556044	3.903089987	15.23411145
Thylacinus_cynocephalus	1.70918513	4.469822016	19.97930885
Dasyurus_spartacus	0.72427587	2.687528961	7.222811916
Thylamys_pallidior	-0.142667504	1.315970345	1.731777949
Lutreolina_crassicaudata	0.532754379	2.702430536	7.303130802
Chironectes_minimus	0.743509765	2.883093359	8.312227317
Acrobates_pygmaeus	-0.455931956	1.079181246	1.164632162
Tarsipes_rostratus	-0.443697499	0.954242509	0.910578766
Cercartetus_nanus	-0.366531544	1.380211242	1.904983073
Cercartetus_caudatus	-0.148741651	1.477121255	2.181887202
Burramys_parvus	0	1.618048097	2.618079644
Pseudochirulus_canescens	0.255272505	2.477121255	6.136129712
Pseudochirulus_mayeri	0.303196057	2.1811287	4.757322406
Petaurus_breviceps	0.320146286	2.105510185	4.433173139
Petaurus_norfolcensis	0.480006943	2.361727836	5.577758371
Hemibelideus_lemuroides	0.498310554	2.978864984	8.873636593
Pseudochirulus_caroli	0.505149978	2.643452676	6.98784205
Pseudochirulus_forbesi	0.526339277	2.812913357	7.912481554
Pseudochirulus_herbertensis	0.635483747	3.047274867	9.285884115
Pseudochirops_albertisii	0.670245853	2.894592948	8.378668335
Petropseudes_dahli	0.702258163	3.301029996	10.89679903
Pseudochirops_corinnae	0.72916479	3.050379756	9.304816656
Petaurus_australis	0.756636108	2.744292983	7.531143977
Pseudochirops_archeri	0.768638101	3.039414119	9.238038187
Phalanger_lullulae	0.784617293	3.21285319	10.32242562
Potorous_platyops	0.799340549	2.77815125	7.718124368
Dactylopsila_palpator	0.839478047	2.638489257	6.961625559
Lagostrophus_fasciatus	0.84509804	3.243038049	10.51729579
Pseudochirops_cupreus	0.877371346	3.230448921	10.43580023
Lagorchestes_hirsutus	0.890421019	3.102090526	9.622965631
Bettongia_tropica	0.950364854	3.079181246	9.481357146
Potorous_tridactylus	0.979092901	3.041392685	9.250069464
Phalanger_sericeus	0.998259338	3.301680949	10.90109709
Wyulda_squamicaudata	1.004321374	3.224014811	10.3942715
Bettongia_lesueur	1.021189299	3.113943352	9.696643199
Dorcopsulus_vanheurni	1.071882007	3.229553864	10.43001816
Trichosurus_caninus	1.075546961	3.462397998	11.9881999
Aepyprymnus_rufescens	1.089905111	3.414973348	11.66204297
Phalanger_gymnotis	1.113943352	3.431363764	11.77425728
Petrogale_brachyotis	1.197280558	3.607455023	13.01373174
Onychogalea_unguifera	1.222716471	3.822821645	14.61396533
Spilocuscus_rufoniger	1.225309282	3.77815125	14.27442687
Petrogale_inornata	1.230448921	3.662757832	13.41579494
Thylogale_brunii	1.243038049	3.558708571	12.66440669
Petrogale_assimilis	1.243038049	3.653212514	13.34596167
Thylogale_stigmatica	1.250420002	3.662757832	13.41579494
Petrogale_godmani	1.255272505	3.67669361	13.5180759
Thylogale_browni	1.26245109	3.738622028	13.97729467
Dendrolagus_bennettianus	1.267171728	4.039414119	16.31686642
Petrogale_lateralis	1.283301229	3.662757832	13.41579494
Phascolarctos_cinereus	1.305351369	3.763427994	14.16339027
Petrogale_herberti	1.326335861	3.711807229	13.77751291
Petrogale_xanthopus	1.361727836	3.875061263	15.01609979
Macropus_irma	1.392696953	3.903089987	15.23411145
Dendrolagus_lumholtzi	1.418301291	3.857030798	14.87668658
Dendrolagus_matschiei	1.439332694	3.944482672	15.55894355
Dendrolagus_goodfellowi	1.45331834	3.875061263	15.01609979
Dendrolagus_spadix	1.45484486	3.959041392	15.67400874
Dendrolagus_scottae	1.465382851	4.021189299	16.16996338
Macropus_agilis	1.522444234	4.176091259	17.4397382
Lasiorhinus_latifrons	1.744292983	4.414973348	19.49198966
Macropus_fuliginosus	1.763427994	4.460145817	19.89290071
Macropus_rufus	1.79518459	4.665111737	21.76326752
Petaurus_abidi	0.583198774	2.45331834	6.018770877
Strigocuscus_pelengensis	0.793790385	2.996073654	8.97645734
Mesechinus_dauuricus	0.462397998	2.534026106	6.421288306
Echinosorex_gymnura	0.740362689	2.980911938	8.885835982
Heterohyrax_brucei	1.088844563	3.419129308	11.69044522
Dendrohyrax_arboreus	1.089905111	3.469822016	12.03966482
Dromiciops_gliroides	-0.091514981	1.380211242	1.904983073
Notoryctes_caurinus	-0.107905397	1.740362689	3.028862289
Caenolestes_fuliginosus	-0.167491087	1.544068044	2.384146125
Chaeropus_ecaudatus	0.380211242	2.301029996	5.294739042
Echymipera_kalubu	0.564666064	2.977723605	8.866837868
Microperoryctes_longicauda	0.580924976	2.730782276	7.457171839
Rhynchomeles_prattorum	0.69019608	2.957607287	8.747440864
Ceratotherium_simum	2.808210973	6.146128036	37.77488983
Rhinoceros_unicornis	2.895422546	6.352182518	40.35022274
Manis_tricuspis	0.973127854	3.252853031	10.58105284
Manis_javanica	1.136720567	3.711807229	13.77751291
Manis_pentadactyla	1.246498581	3.669781615	13.4672971
Cyclopes_didactylus	0.632457292	2.602059991	6.770716197
Microcebus_rufus	0.234618928	1.62838893	2.651650507
Galagoides_thomasi	0.493812243	2.066325925	4.269702828
Carlito_syrichta	0.526174002	2.098643726	4.404305489
Galago_moholi	0.568817241	2.171372724	4.714859507
Galago_matschiei	0.664817789	2.321184027	5.387895287
Galago_gabonensis	0.728951815	2.436162647	5.934888443
Euoticus_elegantulus	0.743092752	2.437750563	5.942627807
Mirza_coquereli	0.763119029	2.493458051	6.217333052
Phaner_pallescens	0.824868866	2.530199698	6.401910512
Lepilemur_dorsalis	0.826074803	2.939519253	8.640773439
Lepilemur_leucopus	0.836936718	2.782114147	7.740159127
Lepilemur_edwardsi	0.860338007	2.968949681	8.814662208
Avahi_occidentalis	0.900367129	2.903849338	8.432340978
Saguinus_niger	0.976859538	2.574031268	6.625636969
Saguinus_leucopus	0.986860397	2.719745493	7.397015547
Lepilemur_microdon	0.989004616	2.986771734	8.920805391
Saguinus_labiatus	1.00050997	2.716003344	7.376674165
Otolemur_monteiri	1.056904851	3.120080134	9.734900043
Leontopithecus_chrysomelas	1.073452535	2.8162413	7.93121506
Plecturocebus_caligatus	1.236789099	2.944482672	8.669978206
Cheracebus_lugens	1.27812385	3.037426498	9.225959731
Eulemur_coronatus	1.314940306	3.071882007	9.436459065
Eulemur_albifrons	1.331374652	3.368379872	11.34598296
Eulemur_cinereiceps	1.344392274	3.330413773	11.0916559
Eulemur_rufus	1.404764805	3.346352974	11.19807823
Propithecus_deckenii	1.479304005	3.547979706	12.58815999
Propithecus_coquereli	1.479922089	3.571534147	12.75585616
Miopithecus_ogouensis	1.572302243	3.243038049	10.51729579
Propithecus_diadema	1.599875665	3.787460475	14.34485685
Chiropotes_satanas	1.684219558	3.481442629	12.12044278
Alouatta_pigra	1.708633321	3.950121348	15.60345866
Procolobus_verus	1.720988948	3.648360011	13.31053077
Alouatta_belzebul	1.722993629	3.805840549	14.48442228
Cercopithecus_petaurista	1.740966876	3.557397822	12.65507926
Chiropotes_israelita	1.741425497	3.356739529	11.26770027
Chiropotes_chiropotes	1.756202307	3.437750563	11.81812893
Piliocolobus_kirkii	1.757775491	3.750508395	14.06631322
Allenopithecus_nigroviridis	1.763585512	3.667919685	13.45363482
Cercopithecus_pogonias	1.774989796	3.553883027	12.63008457
Cercopithecus_wolfi	1.788521887	3.530199698	12.46230991
Sapajus_libidinosus	1.810806377	3.399635504	11.55752156
Chlorocebus_sabaeus	1.812333751	3.634658608	13.2107432
Cercopithecus_hamlyni	1.818885415	3.645913275	13.29268361
Sapajus_xanthosternos	1.820118398	3.387474575	11.474984
Sapajus_nigritus	1.826502506	3.436295195	11.80812467
Cercopithecus_albogularis	1.845716779	3.749723597	14.06042705
Piliocolobus_tephrosceles	1.850963997	3.924734023	15.40353715
Presbytis_rubicunda	1.85135049	3.796962486	14.41692412
Cercopithecus_nictitans	1.852022279	3.737590166	13.96958025
Presbytis_chrysomelas	1.858008414	3.827283095	14.64809589
Trachypithecus_phayrei	1.862370659	3.873606355	15.00482619
Presbytis_thomasi	1.862920758	3.828015064	14.65369933
Colobus_vellerosus	1.863743983	3.893206753	15.15705882
Presbytis_femoralis	1.867677608	3.835556	14.71148983
Cercopithecus_lhoesti	1.870403905	3.673020907	13.49108258
Colobus_satanas	1.874481818	3.949877704	15.60153388
Presbytis_frontata	1.90857538	3.749349761	14.05762363
Macaca_cyclopis	1.913813852	3.737987326	13.97254925
Pygathrix_nigripes	1.91775531	4.014239879	16.11412181
Semnopithecus_priam	1.919436234	3.932553484	15.4649769
Hylobates_pileatus	1.927807442	3.737987326	13.97254925
Macaca_silenus	1.929418926	3.875061263	15.01609979
Macaca_leonina	1.932464029	3.751401008	14.07300952
Hylobates_klossii	1.9444395	3.76305344	14.16057119
Macaca_ochreata	1.991137435	3.531478917	12.47134334
Cercocebus_galeritus	1.995944004	3.871280973	14.98681637
Lagothrix_cana	1.997142029	3.914607568	15.32415241
Lophocebus_aterrimus	2.006854893	3.832508913	14.68812457
Ateles_hybridus	2.013065475	3.895546849	15.17528525
Trachypithecus_pileatus	2.015530958	4.071642711	16.57827437
Hoolock_hoolock	2.044070552	3.82790212	14.65283464
Aotus_lemurinus	2.054995862	3.955519386	15.64613361
Rhinopithecus_roxellana	2.070986696	4.16879202	17.37882691
Nomascus_gabriellae	2.076913385	3.867172751	14.95502509
Mandrillus_leucophaeus	2.170261715	4.176091259	17.4397382
Pongo_abelii	2.590501887	4.798063364	23.02141204
Gorilla_beringei	2.691320244	5.113943352	26.15241661
Tarsius_dentatus	0.47646164	2.053078443	4.215131093
Hapalemur_occidentalis	1.152288344	3.080160922	9.487391305
Varecia_rubra	1.492535689	3.540329475	12.53393279
Presbytis_potenziani	1.755874856	3.682776646	13.56284382
Alouatta_sara	1.771464989	3.820269785	14.59446123
Presbytis_hosei	1.77815125	3.750508395	14.06631322
Trachypithecus_auratus	1.803457116	3.978864984	15.83136656
Macaca_tonkeana	1.971739591	3.954242509	15.63603382
Macaca_hecki	1.975891136	3.832508913	14.68812457
Galago_granti	0.610000557	2.259713305	5.106304221
Cheirogaleus_sibreei	0.643452676	2.623363019	6.882033529
Callithrix_aurita	0.857332496	2.632457292	6.929831394
Pithecia_irrorata	1.596597096	3.363267792	11.31157024
Trachypithecus_germaini	1.880813592	3.849511546	14.81873914
Lagothrix_poeppigii	1.996642991	3.957703042	15.66341337
Hylobates_moloch	2.012837225	3.818027842	14.5773366
Chlorocebus_cynosuros	1.857332496	3.465382851	12.0088783
Galagoides_zanzibaricus	0.544068044	2.155336037	4.645473432
Galago_alleni	0.767155866	2.436162647	5.934888443
Arctocebus_aureus	0.769202618	2.322219295	5.392702454
Loris_lydekkerianus	0.799340549	2.426511261	5.8879569
Callithrix_penicillata	0.86332286	2.515873844	6.329621199
Saguinus_fuscicollis	0.897627091	2.603144373	6.776360627
Callithrix_argentata	0.903089987	2.537819095	6.440525759
Callithrix_humeralifera	0.913813852	2.568201724	6.595660095
Saguinus_nigricollis	0.949390007	2.677606953	7.169578995
Saguinus_mystax	1.045322979	2.766412847	7.65304004
Nycticebus_bengalensis	1.130333768	3.025305865	9.152475577
Hapalemur_griseus	1.149219113	2.850646235	8.126183957
Plecturocebus_cupreus	1.23299611	2.911157609	8.474838624
Cheracebus_torquatus	1.281033367	2.991226076	8.947433438
Aotus_azarai	1.315970345	3.089905111	9.547513595
Prolemur_simus	1.433687979	3.33243846	11.10514609
Pithecia_pithecia	1.5132176	3.198657087	10.23140716
Propithecus_edwardsi	1.596597096	3.754501229	14.09627948
Alouatta_guariba	1.691081492	3.658011397	13.38104738
Cercopithecus_campbelli	1.7355989	3.431363764	11.77425728
Cercopithecus_diana	1.741939078	3.591064607	12.89574501
Simias_concolor	1.749736316	3.832508913	14.68812457
Presbytis_melalophos	1.772321707	3.817367016	14.57229093
Trachypithecus_vetulus	1.781036939	3.707825568	13.74797044
Cercopithecus_neglectus	1.784617293	3.615950052	13.07509478
Cacajao_melanocephalus	1.812244697	3.432969291	11.78527815
Cercopithecus_erythrotis	1.815577748	3.511883361	12.33332474
Macaca_radiata	1.84135947	3.586137025	12.86037876
Cacajao_calvus	1.870988814	3.459392488	11.96739639
Presbytis_comata	1.904715545	3.825750581	14.63636751
Trachypithecus_geei	1.910090546	3.977723605	15.82228508
Trachypithecus_johnii	1.927370363	4.064457989	16.51981874
Cercocebus_atys	1.938519725	3.792391689	14.38223472
Ateles_belzebuth	2.051923916	3.92860066	15.43390315
Brachyteles_arachnoides	2.077004327	3.946452265	15.57448548
Papio_ursinus	2.217483944	4.170261715	17.39108277
Micromys_minutus	-0.537602002	0.806179974	0.64992615
Perognathus_flavus	-0.508638306	0.924279286	0.854292199
Mus_booduga	-0.508638306	1.164352856	1.355717573
Perognathus_longimembris	-0.48148606	0.911157609	0.830208188
Reithrodontomys_megalotis	-0.397940009	1.029383778	1.059630962
Lagurus_lagurus	-0.37675071	1.303196057	1.698319963
Otomys_angoniensis	-0.37675071	1.977723605	3.911390658
Chaetodipus_penicillatus	-0.337242168	1.210853365	1.466165872
Napaeozapus_insignis	-0.318758763	1.365487985	1.864557437
Chaetodipus_formosus	-0.30980392	1.257678575	1.581755398
Zapus_princeps	-0.301029996	1.389166084	1.929782409
Mus_platythrix	-0.301029996	1.465382851	2.1473469
Microtus_oregoni	-0.283996656	1.342422681	1.802098654
Heterocephalus_glaber	-0.283996656	1.783903579	3.182311979
Zapus_hudsonius	-0.259637311	1.242292905	1.543291662
Microtus_arvalis	-0.259637311	1.482873584	2.198914066
Microdipodops_megacephalus	-0.251811973	1.141449773	1.302907584
Myodes_gapperi	-0.251811973	1.227886705	1.50770576
Myodes_rutilus	-0.251811973	1.245512668	1.551301806
Microtus_pinetorum	-0.251811973	1.396199347	1.949372617
Myopus_schisticolor	-0.251811973	1.525044807	2.325761663
Acomys_wilsoni	-0.236572006	1.267171728	1.605724188
Synaptomys_cooperi	-0.229147988	1.376576957	1.894964119
Gerbillus_nanus	-0.22184875	1.146128036	1.313609475
Myodes_rufocanus	-0.214670165	1.583198774	2.506518358
Oligoryzomys_longicaudatus	-0.173925197	1.424881637	2.030287679
Praomys_daltoni	-0.167491087	1.544068044	2.384146125
Chaetodipus_hispidus	-0.167491087	1.56937391	2.462934469
Microtus_montanus	-0.161150909	1.598790507	2.556131085
Rhabdomys_pumilio	-0.161150909	1.598899887	2.556480849
Microtus_guentheri	-0.161150909	1.710117365	2.924501402
Chiropodomys_gliroides	-0.15490196	1.403120521	1.968747196
Chaetodipus_baileyi	-0.15490196	1.47348697	2.171163851
Apodemus_flavicollis	-0.15490196	1.509202522	2.277692252
Microtus_longicaudus	-0.15490196	1.675778342	2.808233052
Microtus_ochrogaster	-0.148741651	1.641474111	2.694437257
Dicrostonyx_groenlandicus	-0.142667504	1.835056102	3.367430897
Microtus_pennsylvanicus	-0.13076828	1.478999132	2.187438432
Uranomys_ruddi	-0.113509275	1.526339277	2.329711589
Liomys_pictus	-0.113509275	1.636989102	2.67973332
Liomys_salvini	-0.113509275	1.652246341	2.729917971
Microtus_californicus	-0.107905397	1.636487896	2.678092634
Saccostomus_campestris	-0.086186148	1.693287157	2.867221396
Gerbillurus_paeba	-0.075720714	1.380211242	1.904983073
Praomys_morio	-0.075720714	1.667452953	2.78039935
Dicrostonyx_torquatus	-0.075720714	1.86332286	3.471972081
Lemniscomys_striatus	-0.070581074	1.664641976	2.771032908
Praomys_tullbergi	-0.065501549	1.57054294	2.466605126
Lemmus_lemmus	-0.065501549	1.838219222	3.379049908
Microtus_townsendii	-0.055517328	1.660865478	2.758474136
Oryzomys_palustris	-0.055517328	1.673020907	2.798998955
Rattus_exulans	-0.050609993	1.780317312	3.169529731
Micaelamys_namaquensis	-0.050609993	1.899820502	3.60931794
Dicrostonyx_richardsoni	-0.0465786	1.716837723	2.947531767
Dipodillus_campestris	-0.045757491	1.439332694	2.071678604
Lemmus_trimucronatus	-0.045757491	1.84260924	3.395208811
Mus_musculoides	-0.017728767	0.915399835	0.837956858
Notomys_alexis	-0.017728767	1.568201724	2.459256647
Grammomys_cometes	-0.017728767	1.609594409	2.590794161
Lophuromys_flavopunctatus	0.004321374	1.77815125	3.161821868
Pseudomys_hermannsburgensis	0.033423755	1.126456113	1.268903375
Nyctomys_sumichrasti	0.033423755	1.77815125	3.161821868
Dipodomys_merriami	0.041392685	1.595496222	2.545608194
Rattus_niobe	0.041392685	1.624282096	2.638292327
Beamys_hindei	0.045322979	1.953034457	3.81434359
Pogonomys_sylvestris	0.053078443	1.614897216	2.607893018
Meriones_unguiculatus	0.053078443	1.758911892	3.093771044
Lophuromys_sikapusi	0.053078443	1.783188691	3.179761908
Heteromys_desmarestianus	0.053078443	1.873029812	3.508240677
Pseudomys_australis	0.064457989	1.698970004	2.886499074
Cryptomys_hottentotus	0.068185862	1.992995098	3.972029461
Malacomys_edwardsi	0.071882007	1.77815125	3.161821868
Dipodomys_microps	0.086359831	1.797959644	3.232658881
Thomomys_talpoides	0.093421685	2.023869501	4.096047757
Aethomys_chrysophilus	0.096910013	2.068185862	4.27739276
Paramelomys_rubex	0.103803721	1.696356389	2.877624999
Tscherskia_triton	0.11058971	1.397940009	1.954236269
Melomys_rufescens	0.11058971	1.737987326	3.020599945
Melomys_cervinipes	0.117271296	1.84509804	3.404386777
Dipodillus_dasyurus	0.120573931	1.311753861	1.720698192
Ototylomys_phyllotis	0.123851641	1.799340549	3.237626411
Arvicanthis_niloticus	0.123851641	1.926856709	3.712776777
Dipodomys_agilis	0.127104798	1.788168371	3.197546123
Otomys_irroratus	0.139879086	2.149219113	4.619142796
Tamias_amoenus	0.1430148	1.705863712	2.909971004
Mystromys_albicaudatus	0.1430148	1.903089987	3.621751499
Rattus_tunneyi	0.149219113	1.881954971	3.541754513
Pogonomys_macrourus	0.155336037	1.868644438	3.491832036
Heliophobius_argenteocinereus	0.155336037	2.204119983	4.858144899
Dipodomys_heermanni	0.158362492	1.81723473	3.302342064
Dipodomys_ordii	0.161368002	1.756636108	3.085770416
Thomomys_bottae	0.167317335	2.212054365	4.893184514
Rattus_verecundus	0.170261715	1.773786445	3.146318352
Abeomelomys_sevia	0.173186268	1.788168371	3.197546123
Jaculus_jaculus	0.184691431	1.807535028	3.267182877
Gerbilliscus_afra	0.193124598	1.812913357	3.28665484
Gerbilliscus_brantsii	0.193124598	1.962369336	3.850893411
Spalacopus_cyanus	0.198657087	1.968482949	3.874925121
Tamias_minimus	0.204119983	1.656098202	2.742661255
Maxomys_whiteheadi	0.209515015	1.665580991	2.774160038
Rattus_lutreolus	0.214843848	1.967079734	3.86940268
Cremnomys_cutchicus	0.222716471	1.698970004	2.886499074
Xerospermophilus_tereticaudus	0.225309282	2.124830149	4.514903162
Rattus_fuscipes	0.227886705	2.086359831	4.352897344
Tamias_quadrivittatus	0.230448921	1.794488047	3.220187351
Rattus_nitidus	0.230448921	2.004321374	4.01730417
Rattus_sordidus	0.230448921	2.081599313	4.3330557
Dipodomys_deserti	0.240549248	2.087958789	4.359571905
Urocitellus_washingtoni	0.255272505	2.270678836	5.155982376
Tamias_panamintinus	0.26245109	1.709269961	2.9216038
Geomys_bursarius	0.26245109	2.295017012	5.267103085
Tamias_speciosus	0.269512944	1.777426822	3.159246108
Paramelomys_levipes	0.269512944	1.921166051	3.690878996
Hylopetes_spadiceus	0.271841607	1.942008053	3.771395278
Nannospalax_ehrenbergi	0.274157849	2.294466226	5.264575262
Tachyoryctes_splendens	0.274157849	2.369215857	5.613183777
Urocitellus_townsendii	0.276461804	2.174641193	4.729064318
Rattus_morotaiensis	0.283301229	2.127428778	4.525953205
Dipodomys_spectabilis	0.285557309	2.160018096	4.665678175
Tamiops_mcclellandii	0.290034611	1.591064607	2.531486584
Tamias_dorsalis	0.29666519	1.793790385	3.217683945
Tamias_palmeri	0.298853076	1.783903579	3.182311979
Xerospermophilus_mohavensis	0.307496038	2.187520721	4.785246905
Funambulus_pennantii	0.322219295	1.933993164	3.740329558
Urocitellus_brunneus	0.324282455	2.067442843	4.274319909
Tamias_quadrimaculatus	0.334453751	1.915399835	3.668756528
Tamias_striatus	0.336459734	1.974511693	3.898696426
Neotoma_albigula	0.336459734	2.34849957	5.51545023
Ammospermophilus_leucurus	0.352182518	2.024690862	4.099373087
Geomys_breviceps	0.359835482	2.142389466	4.589832624
Massoutiera_mzabi	0.365487985	2.261500773	5.114385746
Xerospermophilus_spilosoma	0.374748346	2.122870923	4.506580956
Ammospermophilus_harrisii	0.381115081	2.029992175	4.120868231
Tamias_townsendii	0.387389826	1.951337519	3.807718113
Spermophilus_pygmaeus	0.387389826	2.371437317	5.623714948
Ammospermophilus_interpres	0.397940009	1.975201962	3.901422791
Maxomys_surifer	0.404833717	2.16613397	4.692136376
Ammospermophilus_insularis	0.40654018	2.008557592	4.0343036
Spermophilus_suslicus	0.40654018	2.338854746	5.470241523
Spermophilus_musicus	0.418301291	2.133538908	4.551988272
Neotoma_cinerea	0.423245874	2.520221436	6.351516086
Neotoma_fuscipes	0.424881637	2.286231854	5.22685609
Neotoma_micropus	0.424881637	2.577836341	6.645240201
Callospermophilus_madrensis	0.433769834	2.180412633	4.75419925
Neofiber_alleni	0.434568904	2.432167269	5.915437624
Galea_musteloides	0.434568904	2.574031268	6.625636969
Spermophilus_dauricus	0.439332694	2.349860082	5.521842405
Urocitellus_elegans	0.440909082	2.487279816	6.186560883
Xerospermophilus_perotensis	0.445604203	2.146128036	4.605865547
Paraxerus_cepapi	0.45484486	2.334453751	5.449674316
Spermophilus_alashanicus	0.460897843	2.301029996	5.294739042
Spermophilus_citellus	0.460897843	2.460145817	6.052317441
Urocitellus_beldingi	0.471291711	2.39252109	5.724157166
Notocitellus_adocetus	0.478566496	2.191786248	4.803926957
Glaucomys_sabrinus	0.478566496	2.240549248	5.020060933
Neotoma_floridana	0.482873584	2.411114419	5.813472742
Spermophilus_xanthoprymnus	0.482873584	2.427972714	5.8950515
Callospermophilus_lateralis	0.485721426	2.227501065	4.961760995
Urocitellus_armatus	0.489958479	2.569490954	6.602283763
Urocitellus_richardsonii	0.50242712	2.520483533	6.35283724
Iomys_horsfieldi	0.5289167	2.191730393	4.803682116
Callospermophilus_saturatus	0.5289167	2.385069776	5.688557836
Spermophilus_erythrogenys	0.536558443	2.545307116	6.478588315
Spermophilus_relictus	0.542825427	2.532117116	6.411617089
Ictidomys_mexicanus	0.544068044	2.438542349	5.946488788
Sundamys_muelleri	0.544068044	2.493597449	6.218028238
Pteromyscus_pulverulentus	0.550228353	2.602059991	6.770716197
Urocitellus_undulatus	0.571708832	2.830781076	8.0133215
Bathyergus_suillus	0.574031268	3.070037867	9.425132505
Tamiasciurus_hudsonicus	0.583198774	2.276231958	5.181231927
Urocitellus_columbianus	0.596597096	2.668199484	7.119288486
Poliocitellus_franklinii	0.597695186	2.646452741	7.00371211
Leopoldamys_sabanus	0.599883072	2.522052801	6.360750331
Heliosciurus_gambianus	0.600972896	2.469822016	6.100020791
Cavia_aperea	0.606381365	2.486359626	6.18198419
Spermophilus_major	0.614897216	2.728353782	7.44391436
Hoplomys_gymnurus	0.615950052	2.51851394	6.342912466
Funisciurus_anerythrus	0.617000341	2.338456494	5.468378774
Rhinosciurus_laticaudatus	0.631443769	2.380211242	5.665405557
Hydromys_chrysogaster	0.636487896	2.843855423	8.087513667
Funisciurus_pyrropus	0.641474111	2.301029996	5.294739042
Callosciurus_nigrovittatus	0.64738297	2.305351369	5.314644935
Geocapromys_ingrahami	0.649334859	2.855700831	8.155027236
Funisciurus_carruthersi	0.651278014	2.428134794	5.895838578
Spermophilus_fulvus	0.658011397	2.857332496	8.164348993
Mesembriomys_gouldii	0.661812686	3.045322979	9.273992046
Berylmys_bowersi	0.665580991	2.557146142	6.538996392
Leopoldamys_edwardsi	0.682145076	2.521268876	6.356796745
Callosciurus_notatus	0.691081492	2.321184027	5.387895287
Xerus_rutilus	0.706717782	2.50174373	6.258721691
Cynomys_gunnisoni	0.710963119	2.807737922	7.883392239
Otospermophilus_atricapillus	0.719331287	2.630936119	6.921824862
Heliosciurus_ruwenzorii	0.73239376	2.463892989	6.070768661
Dremomys_rufigenis	0.733197265	2.380211242	5.665405557
Otospermophilus_beecheyi	0.733999287	2.751971575	7.57334755
Cynomys_mexicanus	0.742332282	2.999130541	8.994784002
Cynomys_parvidens	0.746634199	2.760422483	7.619932285
Cynomys_ludovicianus	0.755112266	2.937091412	8.626505962
Heliosciurus_rufobrachium	0.759667845	2.5132176	6.316262705
Cynomys_leucurus	0.761175813	3.009089542	9.054619872
Sciurus_granatensis	0.771587481	2.602059991	6.770716197
